0402.png	23.162672	0.929726
1812.png	16.969425	0.808848
0251.png	18.851681	0.811391
0264.png	17.250387	0.770072
1731.png	20.414769	0.875817
0175.png	19.960545	0.872375
0108.png	20.040687	0.825634
1913.png	19.924699	0.858961
1718.png	13.517934	0.661259
0187.png	19.252143	0.884408
0018.png	17.199397	0.801076
0242.png	14.341864	0.741412
0087.png	12.575773	0.770302
1926.png	17.109616	0.835591
0011.png	17.326640	0.826878
0287.png	11.123716	0.727833
0341.png	15.371327	0.721231
0267.png	14.538055	0.693844
1956.png	13.688901	0.742524
0309.png	13.420906	0.777217
1016.png	16.281391	0.813579
0178.png	15.702331	0.827455
0001.png	14.826127	0.824810
1712.png	17.164842	0.772079
0330.png	16.489951	0.763372
0330.png	17.348116	0.781720
0071.png	19.111317	0.849665
0238.png	12.972364	0.729745
0215.png	19.875176	0.787458
1055.png	24.959735	0.946146
0337.png	10.496447	0.656723
0255.png	20.454821	0.838771
1724.png	17.020649	0.823442
0091.png	13.935416	0.760176
1722.png	20.138571	0.879664
0201.png	14.266647	0.805907
0302.png	14.508888	0.753884
0397.png	12.914146	0.703458
0089.png	13.659116	0.756864
0321.png	21.037351	0.779466
0086.png	21.237330	0.845873
1944.png	10.658896	0.582522
0154.png	15.405538	0.793364
0404.png	15.414201	0.801753
0148.png	18.807850	0.831740
1843.png	20.784007	0.874531
0171.png	30.569601	0.971452
0391.png	18.086719	0.801500
1738.png	21.345902	0.896514
1815.png	18.588696	0.773238
1010.png	14.637354	0.758920
1923.png	13.994814	0.695976
1760.png	14.410037	0.679926
1002.png	16.458513	0.796430
0327.png	16.910717	0.791502
0274.png	11.619836	0.723287
1903.png	18.940403	0.877778
0332.png	16.465993	0.806004
0033.png	16.708736	0.770835
0074.png	19.054174	0.811557
0141.png	18.173343	0.854080
1709.png	17.660335	0.787637
1931.png	16.888473	0.808892
1020.png	12.007550	0.621380
0024.png	19.642047	0.826153
1846.png	18.986243	0.809522
1034.png	14.133713	0.733225
1950.png	18.417516	0.895822
0326.png	16.756934	0.832717
0061.png	14.369197	0.758274
0199.png	16.934417	0.804954
0364.png	17.081209	0.782299
0292.png	13.343596	0.746891
0288.png	18.168610	0.813812
1756.png	16.127401	0.813241
1805.png	9.335550	0.660824
0258.png	16.557294	0.856256
0216.png	12.538053	0.732380
0277.png	12.837429	0.754881
0240.png	22.988590	0.930063
0135.png	16.459720	0.799405
1900.png	20.502271	0.881269
1964.png	20.031378	0.802256
1945.png	14.051248	0.780676
0185.png	17.761383	0.860957
1753.png	15.599619	0.740552
0342.png	18.387721	0.823547
0371.png	16.370976	0.776583
1973.png	17.525384	0.832802
0244.png	18.841318	0.881414
1919.png	15.147122	0.839610
1714.png	8.837730	0.527590
1837.png	11.763595	0.751860
0055.png	15.939036	0.699168
1038.png	11.122404	0.665470
0311.png	16.007198	0.837559
1834.png	11.733876	0.702911
0325.png	16.017606	0.794718
0191.png	21.618811	0.922606
0140.png	16.104600	0.776851
0388.png	22.140733	0.855969
0084.png	22.224354	0.909013
1917.png	21.764625	0.851939
0207.png	13.329031	0.766379
0262.png	19.564931	0.825500
1831.png	12.306771	0.740870
0263.png	15.516810	0.780816
1859.png	14.225392	0.695258
1893.png	19.492690	0.756017
0313.png	14.666867	0.754592
0197.png	19.260764	0.827874
0307.png	13.455728	0.728624
0168.png	17.300165	0.807737
0235.png	17.850965	0.851652
1747.png	12.788514	0.758761
1849.png	18.240038	0.855119
1873.png	12.756629	0.790780
1966.png	14.142570	0.696709
0146.png	19.270171	0.840984
0095.png	15.951767	0.787479
1051.png	16.905320	0.855321
0182.png	16.922547	0.854991
0333.png	15.455436	0.807144
1048.png	20.618612	0.857866
0312.png	16.763826	0.846801
0066.png	10.056236	0.655096
1924.png	16.221727	0.806618
1874.png	13.889928	0.767836
0361.png	20.277294	0.893307
1875.png	15.491377	0.737803
0218.png	15.849266	0.785073
0237.png	17.023961	0.836514
0181.png	17.038516	0.842629
0092.png	14.826273	0.835486
0393.png	14.906860	0.754496
0131.png	15.984724	0.795567
0297.png	24.640701	0.927173
0209.png	16.048289	0.811533
0040.png	17.039522	0.828104
1862.png	12.836627	0.661339
0296.png	17.815641	0.809396
0306.png	15.437989	0.813404
0226.png	15.626105	0.750595
0169.png	18.593068	0.820687
1876.png	23.198023	0.838639
0399.png	13.619523	0.679754
0220.png	16.625835	0.788809
1057.png	16.539608	0.774018
0324.png	15.529427	0.774728
0243.png	14.231017	0.741683
0400.png	17.517411	0.811439
0069.png	20.868131	0.894252
0375.png	16.515599	0.811474
1877.png	19.173963	0.763076
1932.png	15.133805	0.776585
0164.png	16.355406	0.804154
0059.png	18.507001	0.802249
1042.png	19.675542	0.861088
0139.png	17.648349	0.809241
1732.png	11.360217	0.615488
1037.png	9.874184	0.628140
1027.png	20.072023	0.870522
0111.png	18.213800	0.834338
0003.png	10.692296	0.727660
1053.png	14.362287	0.736500
0204.png	18.162801	0.857534
0372.png	18.942671	0.909153
1942.png	12.294561	0.633940
0351.png	13.164297	0.739477
0222.png	14.556437	0.769066
0126.png	17.222217	0.838581
0149.png	15.212501	0.843371
0093.png	11.801068	0.698384
1988.png	14.795771	0.762249
0346.png	12.453844	0.738534
1845.png	17.609655	0.796162
0134.png	16.954158	0.836143
0304.png	10.940629	0.679791
1060.png	15.940787	0.760259
1713.png	14.265791	0.773486
0314.png	17.753839	0.852520
0210.png	21.691968	0.912103
0253.png	14.723640	0.776692
1015.png	14.944054	0.703284
1867.png	16.283300	0.855841
1050.png	7.036892	0.485560
0068.png	18.337171	0.833765
1982.png	15.954721	0.867049
0129.png	17.891245	0.797914
1771.png	15.264094	0.717026
0183.png	17.337818	0.862325
0180.png	19.583321	0.910405
1828.png	12.983757	0.714675
1861.png	13.609761	0.731112
0219.png	13.976696	0.770617
0287.png	11.141377	0.747767
1927.png	17.093079	0.827998
0217.png	20.461443	0.850412
1934.png	18.135958	0.767291
0076.png	21.696965	0.904660
0323.png	15.921167	0.807145
0291.png	12.897948	0.710513
0054.png	13.902528	0.810572
0353.png	18.081104	0.817117
1832.png	18.683633	0.872224
1940.png	16.182287	0.744175
0058.png	21.827939	0.900132
0299.png	16.145850	0.817403
0019.png	14.277642	0.819077
1947.png	12.268300	0.693391
0315.png	14.540581	0.678893
1046.png	20.851936	0.834418
0161.png	10.783696	0.663706
0142.png	14.544095	0.712728
0230.png	11.824553	0.683790
0138.png	14.854532	0.783079
1899.png	19.938648	0.852771
0343.png	19.602810	0.849082
1865.png	13.358788	0.755204
0348.png	17.519731	0.728636
0331.png	16.420611	0.818560
1981.png	13.183629	0.733764
0048.png	11.547135	0.727721
0320.png	16.660646	0.821315
1063.png	18.557548	0.868496
0409.png	11.986631	0.754832
0023.png	14.463360	0.770638
1001.png	19.953412	0.869370
1826.png	20.404557	0.861795
0172.png	19.757376	0.846610
1960.png	20.568430	0.876196
0036.png	10.758922	0.704490
1030.png	19.533786	0.830541
1821.png	17.007152	0.719889
0010.png	11.624359	0.641998
0273.png	12.434653	0.733316
0118.png	18.641301	0.861145
0316.png	14.670321	0.834419
0246.png	16.235668	0.810263
1800.png	14.701563	0.754519
0051.png	21.757734	0.924959
0317.png	16.532488	0.850950
0085.png	20.466777	0.809873
1774.png	7.603739	0.487990
1852.png	14.283639	0.769445
1871.png	22.572571	0.936881
0083.png	14.587955	0.776701
1921.png	14.243708	0.764850
0047.png	18.860144	0.788528
0411.png	13.717216	0.785556
0002.png	14.278686	0.720799
0196.png	18.366222	0.827658
1879.png	17.596705	0.740685
1936.png	19.090074	0.900923
0320.png	17.263653	0.826521
0081.png	14.889996	0.713341
0006.png	16.147593	0.808640
0248.png	16.870067	0.823742
1781.png	17.203190	0.828411
0271.png	15.826156	0.820499
1883.png	13.751917	0.682493
0090.png	19.362996	0.809750
1915.png	12.405128	0.776992
0125.png	15.263067	0.737381
1863.png	16.359371	0.764996
0017.png	15.916568	0.728601
0268.png	15.453385	0.834385
0390.png	20.674356	0.927081
0025.png	18.421877	0.818909
0206.png	16.098299	0.784566
0355.png	12.027093	0.768851
0021.png	15.604526	0.811619
0335.png	14.690804	0.766914
1968.png	11.889625	0.665744
0151.png	11.631755	0.736162
0046.png	16.199022	0.729763
0392.png	12.927760	0.755892
0305.png	17.453107	0.782695
0380.png	18.791813	0.777045
0349.png	13.143939	0.775813
0075.png	13.359301	0.801115
0104.png	14.309986	0.763982
0184.png	17.645091	0.878726
0282.png	16.835666	0.820162
0094.png	14.791376	0.813552
1909.png	12.674607	0.723975
0300.png	13.489120	0.734165
0188.png	16.554399	0.796911
0228.png	18.717285	0.830724
0286.png	14.250331	0.768235
0112.png	13.130071	0.667200
0053.png	16.525630	0.820663
0105.png	18.367502	0.785372
0212.png	18.115957	0.808893
0340.png	16.380127	0.780773
0239.png	13.416005	0.721459
1954.png	16.508279	0.753723
0016.png	17.232357	0.844413
1822.png	14.572236	0.745399
0319.png	17.917948	0.886492
0405.png	15.343938	0.725549
1044.png	19.162985	0.821919
0076.png	22.009678	0.892123
0202.png	23.119013	0.910276
0284.png	19.196448	0.931054
0014.png	13.619619	0.693594
0119.png	15.124842	0.699546
0049.png	13.513266	0.763972
1898.png	12.768168	0.687538
0098.png	18.887421	0.893016
0108.png	21.921238	0.815609
1880.png	17.397048	0.825211
0042.png	12.087740	0.762482
0345.png	14.441143	0.801498
0063.png	15.242717	0.791347
1759.png	14.345806	0.752664
0275.png	23.678306	0.888716
1757.png	17.076480	0.858950
0225.png	23.836776	0.887209
0290.png	15.348101	0.759214
0329.png	16.204705	0.750287
0070.png	14.722327	0.737653
0253.png	16.121543	0.781623
0121.png	17.931456	0.749046
0100.png	14.788640	0.754125
1851.png	24.918438	0.906055
0088.png	20.955019	0.884382
1872.png	10.951952	0.671338
0030.png	20.607253	0.888611
0007.png	16.281790	0.778123
0052.png	17.394444	0.813272
1778.png	13.600963	0.777720
0026.png	16.094505	0.757061
0060.png	12.907264	0.718409
1006.png	14.201782	0.739138
1986.png	11.225194	0.689385
0115.png	17.120448	0.836345
0065.png	17.933207	0.837954
0157.png	15.185806	0.760748
1009.png	17.962903	0.824497
0256.png	17.553536	0.816716
1920.png	14.881990	0.832828
1891.png	12.822805	0.729371
1012.png	19.012606	0.825871
1728.png	20.294564	0.888362
1858.png	16.891924	0.786465
